City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
383,Nartan,RU,2022-11-13 20:22:06,43.5108,43.6994,41.54,65,34,2.24
384,Izhma,RU,2022-11-13 20:21:10,65.0083,53.9113,14.9,94,100,8.61
385,Tashtyp,RU,2022-11-13 20:21:18,52.7939,89.8983,31.41,79,100,6.67
386,Rawah,IQ,2022-11-13 20:22:06,34.4816,41.9093,64.42,34,0,4.94
387,Champerico,GT,2022-11-13 20:22:07,14.3,-91.9167,88.34,70,36,7.16
388,Mount Gambier,AU,2022-11-13 20:22:07,-37.8333,140.7667,55.31,94,100,19.57
389,Longyearbyen,SJ,2022-11-13 20:22:07,78.2186,15.6401,26.44,74,75,9.22
390,Marabba,SD,2022-11-13 20:22:08,12.35,32.1833,81.55,17,7,10.42
391,Vila Franca Do Campo,PT,2022-11-13 20:22:08,37.7167,-25.4333,61.21,77,100,7.02
392,Paignton,GB,2022-11-13 20:22:08,50.4357,-3.5679,57.99,97,94,1.01
393,Byron Bay,AU,2022-11-13 20:22:09,-28.65,153.6167,71.94,81,99,18.12
394,Kuala Terengganu,MY,2022-11-13 20:22:09,5.3302,103.1408,76.95,100,40,2.3
395,Vestmannaeyjar,IS,2022-11-13 20:22:10,63.4427,-20.2734,48.31,91,100,25.1
396,Breytovo,RU,2022-11-13 20:22:10,58.2993,37.8617,34.0,72,89,19.1
397,Mecca,SA,2022-11-13 20:22:11,21.4267,39.8261,79.88,67,0,6.13
398,Pangkalanbuun,ID,2022-11-13 20:22:11,-2.6833,111.6167,74.19,99,100,1.97
399,Bilibino,RU,2022-11-13 20:22:12,68.0546,166.4372,-13.09,98,100,3.51
400,Boa Vista,BR,2022-11-13 20:17:16,2.8197,-60.6733,91.38,49,40,9.22
401,Santa Maria,BR,2022-11-13 20:21:24,-29.6842,-53.8069,67.3,100,100,5.75
402,Lata,PT,2022-11-13 20:22:12,40.1629,-8.3327,60.93,91,100,4.79
403,Hasaki,JP,2022-11-13 20:22:13,35.7333,140.8333,56.21,59,94,24.36
404,Aripuana,BR,2022-11-13 20:22:13,-9.1667,-60.6333,95.65,32,79,3.11
405,Mitsamiouli,KM,2022-11-13 20:22:13,-11.3847,43.2844,77.56,80,27,9.4
406,Tynda,RU,2022-11-13 20:22:14,55.1667,124.7167,-2.87,100,100,0.49
407,Mahajanga,MG,2022-11-13 20:22:14,-15.7167,46.3167,80.62,78,20,5.75
408,Camacupa,AO,2022-11-13 20:22:14,-12.0167,17.4833,69.21,49,99,3.6
409,Koutsouras,GR,2022-11-13 20:22:15,35.0339,25.9469,63.1,70,1,8.3
410,Atyrau,KZ,2022-11-13 20:22:15,47.1167,51.8833,42.82,81,75,17.9
411,Barkhan,PK,2022-11-13 20:22:16,29.8977,69.5256,60.8,57,64,2.73
412,Araxa,BR,2022-11-13 20:22:11,-19.5933,-46.9406,84.16,45,0,6.91
413,Banda Aceh,ID,2022-11-13 20:23:16,5.5577,95.3222,75.56,90,100,4.34
414,Guasdualito,VE,2022-11-13 20:23:17,7.2424,-70.7324,89.56,62,20,5.75
415,Bosaso,SO,2022-11-13 20:23:17,11.2842,49.1816,77.38,69,0,3.74
416,Kutum,SD,2022-11-13 20:23:18,14.2,24.6667,67.98,24,0,10.96
417,Iquitos,PE,2022-11-13 20:23:18,-3.7481,-73.2472,93.24,62,40,6.91
418,Rosarito,MX,2022-11-13 20:23:18,32.3333,-117.0333,64.63,64,83,6.08
419,Milkovo,RU,2022-11-13 20:23:19,54.7167,158.6167,1.11,93,54,1.72
420,Plettenberg Bay,ZA,2022-11-13 20:23:19,-34.0527,23.3716,57.96,82,0,4.52
421,Caravelas,BR,2022-11-13 20:23:19,-17.7125,-39.2481,79.23,77,57,9.95
422,Beyneu,KZ,2022-11-13 20:23:20,45.3167,55.2,45.95,82,100,25.01
423,Naze,JP,2022-11-13 20:23:20,28.3667,129.4833,67.12,78,82,12.64
424,Tautira,PF,2022-11-13 20:23:20,-17.7333,-149.15,75.99,79,100,4.45
425,Fairbanks,US,2022-11-13 20:20:02,64.8378,-147.7164,23.34,89,0,0.0
426,Martapura,ID,2022-11-13 20:23:21,-3.4167,114.85,77.09,100,98,3.44
427,Braco Do Norte,BR,2022-11-13 20:23:21,-28.275,-49.1656,79.74,68,100,3.74
428,Talcahuano,CL,2022-11-13 20:23:22,-36.7167,-73.1167,62.28,72,75,9.22
429,Kawalu,ID,2022-11-13 20:23:22,-7.3817,108.2082,71.8,97,100,1.07
430,Asfi,MA,2022-11-13 20:23:22,32.2994,-9.2372,68.9,65,100,5.32
431,Karakol,KG,2022-11-13 20:23:23,42.4907,78.3936,25.23,52,18,5.97
432,Nizhniy Chir,RU,2022-11-13 20:23:23,48.3597,43.0865,43.95,72,58,18.95
433,Oranjestad,AW,2022-11-13 20:20:38,12.524,-70.027,83.91,82,100,3.0
434,Omsukchan,RU,2022-11-13 20:23:24,62.5333,155.8,-14.71,83,13,4.45
435,Sovetskiy,RU,2022-11-13 20:19:15,61.3614,63.5842,10.35,94,100,8.84
436,Krasnoye,UA,2022-11-13 20:23:24,49.9145,24.6134,42.93,91,36,3.36
437,Rumoi,JP,2022-11-13 20:23:24,43.9344,141.6428,34.52,90,55,9.78
438,Chernyshevskiy,RU,2022-11-13 20:23:25,63.0128,112.4714,-29.7,98,8,3.38
439,Havelock,US,2022-11-13 20:23:25,34.8791,-76.9013,62.56,70,75,8.05
440,Elizabeth City,US,2022-11-13 20:20:28,36.2946,-76.2511,59.02,55,0,8.05
441,Gyanpur,IN,2022-11-13 20:23:25,25.35,82.4667,65.35,44,0,2.86
442,Mirnyy,RU,2022-11-13 20:23:26,62.5353,113.9611,-27.69,99,10,3.33
443,Bengkulu,ID,2022-11-13 20:23:26,-3.8004,102.2655,74.16,94,100,3.8
444,Porto Santo,PT,2022-11-13 20:23:26,33.072,-16.3415,68.38,88,40,6.91
445,Chato,TZ,2022-11-13 20:23:27,-2.6378,31.7669,67.23,85,99,0.92
446,Savonlinna,FI,2022-11-13 20:23:27,61.8699,28.88,28.45,93,0,2.3
447,Virginia Beach,US,2022-11-13 20:18:29,36.8529,-75.978,57.04,51,20,14.97
448,Nizhniy Tsasuchey,RU,2022-11-13 20:23:28,50.5167,115.1333,6.57,95,6,2.57
449,Dalvik,IS,2022-11-13 20:23:28,65.9702,-18.5286,44.53,97,100,6.22
450,Lewisporte,CA,2022-11-13 20:23:28,49.2499,-55.0482,31.71,91,100,1.86
451,Cuyo,PH,2022-11-13 20:23:29,10.8525,121.0086,83.53,80,100,20.94
452,Abrau-Dyurso,RU,2022-11-13 20:23:29,44.69,37.59,47.66,74,53,8.75
453,Kasongo,CD,2022-11-13 20:23:29,-4.45,26.6667,66.58,94,87,2.71
454,Vostok,RU,2022-11-13 20:23:30,46.4856,135.8833,10.53,95,21,4.25
455,Dingle,PH,2022-11-13 20:23:30,10.9995,122.6711,75.85,92,70,7.02
456,Riberalta,BO,2022-11-13 20:23:30,-10.9833,-66.1,97.0,46,75,11.5
457,Maragogi,BR,2022-11-13 20:23:31,-9.0122,-35.2225,79.41,77,20,8.19
458,Duncan,US,2022-11-13 20:23:31,34.5023,-97.9578,55.62,33,0,13.8
459,Mendi,PG,2022-11-13 20:23:31,-6.1761,143.6513,55.33,98,93,1.9
460,Victoria,HK,2022-11-13 20:24:18,22.2855,114.1577,75.33,85,18,13.0
461,Miri,MY,2022-11-13 20:24:32,4.4148,114.0089,75.34,100,40,2.3
462,Shipunovo,RU,2022-11-13 20:24:32,52.1582,82.2173,35.01,73,100,21.61
463,Lebedinyy,RU,2022-11-13 20:24:32,58.5167,125.5167,10.27,83,100,12.35
464,Cobadin,RO,2022-11-13 20:24:33,44.0833,28.2167,38.86,68,18,4.74
465,Margate,GB,2022-11-13 20:24:33,51.3813,1.3862,53.91,90,58,1.99
466,Aksarka,RU,2022-11-13 20:24:33,66.5606,67.7975,-1.39,91,100,7.43
467,Nsanje,MW,2022-11-13 20:24:34,-16.92,35.262,81.81,61,17,5.21
468,Mehamn,NO,2022-11-13 20:24:34,71.0357,27.8492,33.75,86,75,2.3
469,Calderitas,MX,2022-11-13 20:24:34,18.55,-88.25,87.91,58,40,0.0
470,Porangatu,BR,2022-11-13 20:24:35,-13.4408,-49.1486,85.42,54,84,3.04
471,Fayetteville,US,2022-11-13 20:20:18,35.0527,-78.8784,59.49,44,0,13.8
472,Praia,CV,2022-11-13 20:24:35,14.9215,-23.5087,77.54,73,75,20.71
473,Saint Anthony,US,2022-11-13 20:24:35,45.0205,-93.218,29.8,57,100,3.44
474,Ahipara,NZ,2022-11-13 20:24:36,-35.1667,173.1667,62.78,73,4,8.84
475,Murgab,TM,2022-11-13 20:24:36,37.4966,61.9714,40.87,70,4,6.91
476,Show Low,US,2022-11-13 20:24:36,34.2542,-110.0298,52.09,28,0,29.93
477,Ardahan,TR,2022-11-13 20:24:37,41.1087,42.7022,30.9,93,39,4.09
478,Varkkallai,IN,2022-11-13 20:24:37,8.7341,76.7067,80.38,91,100,3.13
479,Kloulklubed,PW,2022-11-13 20:24:37,7.0419,134.2556,83.71,78,100,13.04
480,Cuamba,MZ,2022-11-13 20:24:38,-14.8031,36.5372,80.19,38,33,3.36
481,Kota Kinabalu,MY,2022-11-13 20:21:25,5.9749,116.0724,76.87,100,20,5.01
482,Amuntai,ID,2022-11-13 20:24:38,-2.4177,115.2494,73.04,99,99,0.72
483,Mersing,MY,2022-11-13 20:24:39,2.4312,103.8405,76.91,94,40,3.44
484,Beringovskiy,RU,2022-11-13 20:24:39,63.05,179.3167,12.13,91,99,4.65
485,Gresham,US,2022-11-13 20:24:39,45.4982,-122.4315,48.02,79,0,4.61
486,Monrovia,LR,2022-11-13 20:24:40,6.3005,-10.7969,77.88,84,90,5.19
487,Lanzhou,CN,2022-11-13 20:24:40,36.0564,103.7922,40.86,46,100,2.21
488,Pierre,US,2022-11-13 20:24:40,44.3683,-100.351,35.06,65,100,5.75
489,Atocha,BO,2022-11-13 20:24:41,-20.9333,-66.2333,62.26,3,0,28.57
490,Banki,IN,2022-11-13 20:24:41,20.3833,85.5333,66.31,63,0,2.24
491,Loandjili,CG,2022-11-13 20:24:41,-4.7561,11.8578,77.67,76,11,8.1
492,Necochea,AR,2022-11-13 20:24:42,-38.5473,-58.7368,65.71,85,99,10.69
493,Paraiso,CR,2022-11-13 20:24:42,9.8383,-83.8656,72.16,89,81,3.71
494,Gizo,SB,2022-11-13 20:24:42,-8.103,156.8419,82.22,76,100,8.08
495,Songjianghe,CN,2022-11-13 20:24:43,42.1859,127.479,23.13,71,0,3.11
496,Cabo Rojo,PR,2022-11-13 20:24:43,18.0866,-67.1457,85.96,81,88,3.0
497,Oudtshoorn,ZA,2022-11-13 20:24:43,-33.5907,22.2014,53.96,72,0,2.98
498,Clyde River,CA,2022-11-13 20:24:44,70.4692,-68.5914,-3.77,77,100,14.97
499,Isla Mujeres,MX,2022-11-13 20:24:44,21.2311,-86.731,86.16,65,0,10.07
500,Mercedes,AR,2022-11-13 20:24:45,-34.6515,-59.4307,69.64,89,100,8.61
501,Sao Jose Da Coroa Grande,BR,2022-11-13 20:24:45,-8.8978,-35.1478,79.63,76,16,8.34
502,Sri Aman,MY,2022-11-13 20:24:45,1.2376,111.4621,73.45,100,100,0.0
503,Bam,IR,2022-11-13 20:24:45,29.106,58.357,58.95,54,51,3.11
504,Luganville,VU,2022-11-13 20:24:46,-15.5333,167.1667,79.99,80,0,1.48
505,Godo,JP,2022-11-13 20:24:46,35.4167,136.6,58.98,95,41,8.12
506,Nueva Gerona,CU,2022-11-13 20:24:47,21.8833,-82.8,82.42,61,1,5.57
507,Meulaboh,ID,2022-11-13 20:25:47,4.1363,96.1285,73.85,94,100,2.66
508,Atengo,MX,2022-11-13 20:25:47,20.1667,-99.3333,77.29,29,4,5.41
509,Poso,ID,2022-11-13 20:25:48,-1.3959,120.7524,78.19,82,100,4.61
510,Batticaloa,LK,2022-11-13 20:25:48,7.7102,81.6924,77.23,84,100,2.64
511,Bonthe,SL,2022-11-13 20:25:48,7.5264,-12.505,79.27,80,90,4.76
512,Marica,BR,2022-11-13 20:25:49,-22.9194,-42.8186,78.75,81,53,6.13
513,Mossendjo,CG,2022-11-13 20:25:49,-2.9506,12.7261,70.34,98,100,1.99
514,Kirakira,SB,2022-11-13 20:25:49,-10.4544,161.9205,80.67,81,100,2.8
515,Thinadhoo,MV,2022-11-13 20:25:49,0.5333,72.9333,81.84,73,99,14.34
516,Finnsnes,NO,2022-11-13 20:25:50,69.2296,17.9811,34.41,99,100,6.55
517,Artesia,US,2022-11-13 20:25:50,33.8658,-118.0831,70.29,43,0,5.75
518,Sept-Iles,CA,2022-11-13 20:25:50,50.2001,-66.3821,28.06,91,100,9.22
519,Ostersund,SE,2022-11-13 20:25:51,63.1792,14.6357,37.85,100,0,18.01
520,Hami,CN,2022-11-13 20:25:51,42.8,93.45,33.93,46,6,4.79
521,Snyder,US,2022-11-13 20:25:51,32.7179,-100.9176,57.09,26,0,13.8
522,Bedesa,ET,2022-11-13 20:25:52,8.9,40.7833,61.02,54,5,3.62
523,Kapchorwa,UG,2022-11-13 20:25:52,1.3965,34.4509,58.77,81,100,3.0
524,Zhigansk,RU,2022-11-13 20:25:52,66.7697,123.3711,-10.21,97,100,7.52
525,Xuddur,SO,2022-11-13 20:25:53,4.1213,43.8894,76.06,65,2,8.12
526,Xianshuigu,CN,2022-11-13 20:25:53,38.985,117.3828,33.8,80,0,2.24
527,Komsomolskiy,UZ,2022-11-13 20:25:53,40.4272,71.7189,41.72,81,43,2.3
528,Bud,US,2022-11-13 20:25:54,39.447,-86.1758,39.15,61,13,7.11
529,Havre-Saint-Pierre,CA,2022-11-13 20:25:54,50.2334,-63.5986,28.4,80,100,10.36
530,Szczytno,PL,2022-11-13 20:25:54,53.5626,20.9875,49.93,100,75,2.3
531,Tapes,BR,2022-11-13 20:25:55,-30.6733,-51.3958,68.18,97,100,15.01
532,Amparafaravola,MG,2022-11-13 20:25:55,-17.5833,48.2167,67.41,79,99,4.81
533,Vila,PT,2022-11-13 20:25:55,42.0304,-8.1588,48.7,92,100,5.95
534,Hede,CN,2022-11-13 20:25:56,33.7681,120.2517,50.07,62,99,7.49
535,Yerbogachen,RU,2022-11-13 20:25:56,61.2767,108.0108,-11.94,87,100,7.2
536,Half Moon Bay,US,2022-11-13 20:24:46,37.4636,-122.4286,62.87,47,0,14.97
537,Kiruna,SE,2022-11-13 20:25:56,67.8557,20.2251,31.12,86,52,5.75
538,Fougamou,GA,2022-11-13 20:25:57,-1.2154,10.5838,73.67,98,100,2.24
539,Sungairaya,ID,2022-11-13 20:25:57,0.7,108.9,77.76,88,100,0.49
540,Katherine,AU,2022-11-13 20:25:57,-14.4667,132.2667,77.32,88,100,3.44
541,Mildura,AU,2022-11-13 20:25:58,-34.2,142.15,57.16,100,100,8.05
542,Ilhabela,BR,2022-11-13 20:25:58,-23.7781,-45.3581,74.46,83,32,5.37
543,Garowe,SO,2022-11-13 20:25:58,8.4054,48.4845,74.14,67,6,16.55
544,Mugumu,TZ,2022-11-13 20:25:59,-1.85,34.7,62.22,89,90,2.62
545,High Level,CA,2022-11-13 20:25:59,58.5169,-117.136,30.31,74,20,4.61
546,Gornopravdinsk,RU,2022-11-13 20:25:59,60.05,69.9,19.2,94,96,9.8
547,Mae Hong Son,TH,2022-11-13 20:26:00,19.3003,97.9685,66.34,82,10,2.04
548,Narsaq,GL,2022-11-13 20:26:00,60.9167,-46.05,44.82,59,100,17.6
549,Sao Gabriel Da Cachoeira,BR,2022-11-13 20:26:00,-0.1303,-67.0892,85.8,70,20,3.44
550,Kendallville,US,2022-11-13 20:26:01,41.4414,-85.265,36.39,74,100,6.91
551,Barentu,ER,2022-11-13 20:26:01,15.1139,37.5928,78.35,33,18,5.93
552,Hervey Bay,AU,2022-11-13 20:26:02,-25.2986,152.8535,72.97,74,60,14.7
553,Te Anau,NZ,2022-11-13 20:26:02,-45.4167,167.7167,54.37,76,44,1.25
554,Harper,LR,2022-11-13 20:26:03,4.375,-7.7169,78.84,82,100,6.89
555,Mashhad,IR,2022-11-13 20:27:03,36.297,59.6062,41.14,75,0,4.61
556,Creel,MX,2022-11-13 20:27:03,27.75,-107.6333,59.34,29,3,22.44
557,Villanueva De La Serena,ES,2022-11-13 20:27:04,38.9766,-5.7974,59.47,67,99,1.79
558,Khotyn,UA,2022-11-13 20:27:04,48.4833,26.5,43.63,90,5,3.06
559,Pinillos,CO,2022-11-13 20:27:05,8.9193,-74.4677,84.29,63,89,4.07
560,Uray,RU,2022-11-13 20:27:05,60.1247,64.7758,17.58,93,100,12.91
561,Jacareacanga,BR,2022-11-13 20:27:06,-6.2222,-57.7528,99.52,29,35,3.02
562,Road Town,VG,2022-11-13 20:27:06,18.4167,-64.6167,84.29,94,40,9.22
563,Watsa,CD,2022-11-13 20:27:07,3.0372,29.5355,64.65,97,100,2.1
564,Aberdeen,GB,2022-11-13 20:24:21,57.1437,-2.0981,52.48,100,100,11.5
565,Sekoma,BW,2022-11-13 20:27:07,-24.4,23.8833,74.44,40,0,11.65
566,Rawson,AR,2022-11-13 20:27:07,-43.3002,-65.1023,72.21,36,98,12.57
567,Copiapo,CL,2022-11-13 20:27:08,-27.3667,-70.3333,65.89,26,0,11.41
568,Churapcha,RU,2022-11-13 20:27:08,62.0025,132.4325,-19.16,100,100,0.81
569,Nouadhibou,MR,2022-11-13 20:27:09,20.931,-17.0347,69.78,88,0,13.8
570,Husavik,IS,2022-11-13 20:27:09,66.0449,-17.3389,41.59,97,100,9.66
571,Piterka,RU,2022-11-13 20:27:09,50.6803,47.4454,41.09,68,56,22.46
572,Menongue,AO,2022-11-13 20:27:10,-14.6585,17.691,78.19,31,90,3.38
573,Moose Factory,CA,2022-11-13 20:27:10,51.2585,-80.6094,26.6,93,75,6.91
